loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,income_to_loan_ratio,total_assets,loan_status_encoded,cibil_range,loan_to_income_ratio,lti_range,loan_status_numeric,education_numeric,self_employed_numeric
957,0,Not Graduate,Yes,9100000,22000000,12,387,25300000,15600000,31700000,7000000,Rejected,0.4136363636363636,79600000,0,Poor (0-600),2.4175824175824174,Low (2-4x),0,0,1
958,1,Graduate,No,2200000,8700000,12,613,500000,1800000,5700000,2400000,Approved,0.2528735632183908,10400000,1,Fair (600-700),3.9545454545454546,Low (2-4x),1,1,0
959,0,Not Graduate,Yes,2200000,8000000,14,335,2800000,3700000,6900000,2900000,Rejected,0.275,16300000,0,Poor (0-600),3.6363636363636362,Low (2-4x),0,0,1
960,1,Graduate,Yes,9600000,34500000,2,795,9500000,900000,32000000,9300000,Approved,0.2782608695652174,51700000,1,Very Good (750-800),3.59375,Low (2-4x),1,1,1
961,1,Graduate,Yes,6500000,13900000,8,369,9600000,300000,17200000,8300000,Rejected,0.4676258992805755,35400000,0,Poor (0-600),2.1384615384615384,Low (2-4x),0,1,1
962,4,Graduate,Yes,2400000,7400000,18,888,2700000,1600000,7600000,3200000,Approved,0.3243243243243243,15100000,1,Excellent (800+),3.0833333333333335,Low (2-4x),1,1,1
963,4,Not Graduate,No,5500000,12300000,6,742,12900000,2700000,19800000,4300000,Approved,0.4471544715447154,39700000,1,Good (700-750),2.2363636363636363,Low (2-4x),1,0,0
964,0,Graduate,No,5000000,14400000,4,874,3000000,9300000,14100000,3900000,Approved,0.3472222222222222,30300000,1,Excellent (800+),2.88,Low (2-4x),1,1,0
965,1,Graduate,No,2700000,8100000,16,691,2000000,3600000,8100000,2100000,Approved,0.3333333333333333,15800000,1,Fair (600-700),3.0,Low (2-4x),1,1,0
966,3,Not Graduate,Yes,8500000,30300000,12,762,12700000,3700000,20000000,4200000,Approved,0.2805280528052805,40600000,1,Very Good (750-800),3.5647058823529414,Low (2-4x),1,0,1
967,1,Graduate,No,4400000,10700000,18,324,2200000,3300000,12700000,5400000,Rejected,0.411214953271028,23600000,0,Poor (0-600),2.4318181818181817,Low (2-4x),0,1,0
968,4,Not Graduate,No,500000,1800000,20,777,900000,300000,1300000,200000,Approved,0.2777777777777778,2700000,1,Very Good (750-800),3.6,Low (2-4x),1,0,0
969,0,Graduate,No,8300000,21400000,2,662,6100000,12300000,24500000,10200000,Approved,0.3878504672897196,53100000,1,Fair (600-700),2.5783132530120483,Low (2-4x),1,1,0
970,2,Not Graduate,Yes,6000000,13000000,12,462,2100000,2500000,14600000,5600000,Rejected,0.4615384615384615,24800000,0,Poor (0-600),2.1666666666666665,Low (2-4x),0,0,1
971,3,Not Graduate,Yes,4000000,10400000,14,609,2100000,6900000,11700000,4600000,Approved,0.3846153846153846,25300000,1,Fair (600-700),2.6,Low (2-4x),1,0,1
972,5,Graduate,Yes,4400000,11700000,20,590,900000,2700000,15500000,2300000,Approved,0.376068376068376,21400000,1,Poor (0-600),2.659090909090909,Low (2-4x),1,1,1
973,3,Graduate,Yes,4400000,15800000,18,779,7200000,5400000,14900000,3600000,Approved,0.2784810126582278,31100000,1,Very Good (750-800),3.590909090909091,Low (2-4x),1,1,1
974,2,Graduate,Yes,1900000,5000000,14,641,1000000,900000,5500000,2400000,Approved,0.38,9800000,1,Fair (600-700),2.6315789473684212,Low (2-4x),1,1,1
975,0,Graduate,Yes,5000000,18400000,12,752,14600000,4000000,10500000,6500000,Approved,0.2717391304347826,35600000,1,Very Good (750-800),3.68,Low (2-4x),1,1,1
976,0,Graduate,No,8000000,23700000,10,305,22200000,11600000,17200000,12000000,Rejected,0.3375527426160337,63000000,0,Poor (0-600),2.9625,Low (2-4x),0,1,0
977,4,Not Graduate,No,8200000,20700000,10,546,10800000,7000000,25000000,10600000,Rejected,0.3961352657004831,53400000,0,Poor (0-600),2.524390243902439,Low (2-4x),0,0,0
978,2,Graduate,No,7000000,24200000,8,833,13700000,4100000,26100000,9100000,Approved,0.2892561983471074,53000000,1,Excellent (800+),3.4571428571428573,Low (2-4x),1,1,0
979,2,Not Graduate,No,2400000,8800000,18,421,3200000,1500000,6700000,1400000,Rejected,0.2727272727272727,12800000,0,Poor (0-600),3.6666666666666665,Low (2-4x),0,0,0
980,5,Graduate,No,6600000,18800000,4,639,3200000,1100000,25100000,4300000,Approved,0.351063829787234,33700000,1,Fair (600-700),2.8484848484848486,Low (2-4x),1,1,0
981,3,Graduate,No,3200000,6900000,20,735,1500000,3700000,9200000,3100000,Approved,0.463768115942029,17500000,1,Good (700-750),2.15625,Low (2-4x),1,1,0
982,0,Not Graduate,Yes,2600000,5400000,2,377,100000,4900000,6100000,2700000,Rejected,0.4814814814814814,13800000,0,Poor (0-600),2.076923076923077,Low (2-4x),0,0,1
983,3,Not Graduate,No,6900000,15600000,20,310,4500000,3600000,20400000,4800000,Rejected,0.4423076923076923,33300000,0,Poor (0-600),2.260869565217391,Low (2-4x),0,0,0
984,4,Graduate,No,4800000,14000000,2,695,11300000,1700000,15400000,4600000,Approved,0.3428571428571428,33000000,1,Fair (600-700),2.9166666666666665,Low (2-4x),1,1,0
985,1,Not Graduate,Yes,300000,1200000,4,355,700000,300000,800000,200000,Approved,0.25,2000000,1,Poor (0-600),4.0,Low (2-4x),1,0,1
986,1,Not Graduate,Yes,4300000,14100000,12,525,2100000,1100000,14100000,5500000,Rejected,0.3049645390070922,22800000,0,Poor (0-600),3.2790697674418605,Low (2-4x),0,0,1
987,5,Not Graduate,No,700000,2400000,20,330,1300000,700000,2500000,500000,Rejected,0.2916666666666667,5000000,0,Poor (0-600),3.4285714285714284,Low (2-4x),0,0,0
988,5,Graduate,No,9400000,25800000,14,625,28200000,15400000,30800000,11100000,Approved,0.3643410852713178,85500000,1,Fair (600-700),2.74468085106383,Low (2-4x),1,1,0
989,3,Not Graduate,Yes,800000,2900000,10,644,600000,500000,2900000,400000,Approved,0.2758620689655172,4400000,1,Fair (600-700),3.625,Low (2-4x),1,0,1
990,5,Not Graduate,No,4400000,14900000,4,865,8200000,6200000,14900000,3500000,Approved,0.2953020134228188,32800000,1,Excellent (800+),3.3863636363636362,Low (2-4x),1,0,0
991,1,Graduate,Yes,4700000,14800000,6,661,8500000,6000000,13600000,6400000,Approved,0.3175675675675675,34500000,1,Fair (600-700),3.148936170212766,Low (2-4x),1,1,1
992,2,Not Graduate,No,2300000,5000000,8,884,1400000,1700000,6100000,1500000,Approved,0.46,10700000,1,Excellent (800+),2.1739130434782608,Low (2-4x),1,0,0
993,5,Graduate,Yes,8500000,26700000,10,803,500000,16600000,24400000,9600000,Approved,0.3183520599250936,51100000,1,Excellent (800+),3.1411764705882352,Low (2-4x),1,1,1
994,2,Graduate,No,7600000,28300000,12,800,19700000,14800000,15600000,7800000,Approved,0.2685512367491166,57900000,1,Very Good (750-800),3.723684210526316,Low (2-4x),1,1,0
995,2,Graduate,No,3200000,12600000,18,796,6200000,3500000,9600000,2000000,Approved,0.2539682539682539,21300000,1,Very Good (750-800),3.9375,Low (2-4x),1,1,0
996,4,Not Graduate,No,2400000,5000000,4,716,1500000,2800000,6900000,1400000,Approved,0.48,12600000,1,Good (700-750),2.0833333333333335,Low (2-4x),1,0,0
997,0,Graduate,Yes,500000,1100000,18,479,1500000,500000,1800000,600000,Rejected,0.4545454545454545,4400000,0,Poor (0-600),2.2,Low (2-4x),0,1,1
998,3,Not Graduate,Yes,8500000,28300000,2,810,25200000,4300000,18500000,10700000,Approved,0.3003533568904594,58700000,1,Excellent (800+),3.3294117647058825,Low (2-4x),1,0,1
999,0,Graduate,Yes,8900000,20900000,18,568,18800000,700000,32700000,5300000,Approved,0.4258373205741627,57500000,1,Poor (0-600),2.348314606741573,Low (2-4x),1,1,1
1000,0,Graduate,No,2800000,5600000,8,842,0,1300000,6100000,1900000,Approved,0.5,9300000,1,Excellent (800+),2.0,Very Low (0-2x),1,1,0
1001,3,Not Graduate,Yes,2900000,7000000,4,806,5700000,5600000,5900000,3000000,Approved,0.4142857142857143,20200000,1,Excellent (800+),2.413793103448276,Low (2-4x),1,0,1
1002,1,Graduate,Yes,4900000,17700000,8,722,9200000,7300000,16400000,3000000,Approved,0.2768361581920904,35900000,1,Good (700-750),3.6122448979591835,Low (2-4x),1,1,1
1003,5,Not Graduate,No,9600000,20700000,14,442,25800000,9800000,31800000,8200000,Rejected,0.463768115942029,75600000,0,Poor (0-600),2.15625,Low (2-4x),0,0,0
1004,3,Graduate,Yes,3300000,9800000,6,360,4500000,600000,11000000,4400000,Rejected,0.336734693877551,20500000,0,Poor (0-600),2.9696969696969697,Low (2-4x),0,1,1
1005,3,Not Graduate,No,2800000,5900000,4,461,1600000,400000,8900000,2800000,Rejected,0.4745762711864407,13700000,0,Poor (0-600),2.107142857142857,Low (2-4x),0,0,0
1006,2,Graduate,No,7800000,22200000,10,735,9700000,4600000,23000000,6900000,Approved,0.3513513513513513,44200000,1,Good (700-750),2.8461538461538463,Low (2-4x),1,1,0
1007,4,Graduate,Yes,2500000,8400000,12,761,6300000,1300000,8400000,1600000,Approved,0.2976190476190476,17600000,1,Very Good (750-800),3.36,Low (2-4x),1,1,1
1008,0,Graduate,No,4400000,10600000,20,653,6800000,4600000,16800000,5400000,Approved,0.4150943396226415,33600000,1,Fair (600-700),2.409090909090909,Low (2-4x),1,1,0
1009,0,Not Graduate,No,7900000,30800000,4,726,5000000,14600000,23800000,5500000,Approved,0.2564935064935065,48900000,1,Good (700-750),3.8987341772151898,Low (2-4x),1,0,0
1010,1,Graduate,No,8900000,22600000,18,617,8400000,15500000,27900000,11700000,Approved,0.3938053097345133,63500000,1,Fair (600-700),2.539325842696629,Low (2-4x),1,1,0
1011,0,Graduate,No,5600000,13400000,2,460,3400000,4100000,14800000,4100000,Rejected,0.417910447761194,26400000,0,Poor (0-600),2.392857142857143,Low (2-4x),0,1,0
1012,1,Not Graduate,No,1400000,3300000,8,306,3200000,800000,2700000,800000,Rejected,0.4242424242424242,7500000,0,Poor (0-600),2.357142857142857,Low (2-4x),0,0,0
1013,5,Graduate,Yes,500000,1400000,4,471,500000,100000,1300000,300000,Rejected,0.3571428571428571,2200000,0,Poor (0-600),2.8,Low (2-4x),0,1,1
1014,1,Graduate,Yes,5100000,15300000,4,628,6900000,3300000,17600000,2700000,Approved,0.3333333333333333,30500000,1,Fair (600-700),3.0,Low (2-4x),1,1,1
1015,3,Graduate,No,9800000,25600000,10,404,24400000,6700000,37000000,11500000,Rejected,0.3828125,79600000,0,Poor (0-600),2.6122448979591835,Low (2-4x),0,1,0
1016,2,Graduate,Yes,8600000,21600000,16,804,15400000,300000,26800000,7100000,Approved,0.3981481481481481,49600000,1,Excellent (800+),2.511627906976744,Low (2-4x),1,1,1
1017,3,Not Graduate,No,1600000,3900000,20,804,900000,2500000,3200000,800000,Approved,0.4102564102564102,7400000,1,Excellent (800+),2.4375,Low (2-4x),1,0,0
1018,1,Not Graduate,Yes,2500000,6700000,2,502,3400000,2600000,9400000,1400000,Rejected,0.373134328358209,16800000,0,Poor (0-600),2.68,Low (2-4x),0,0,1
1019,0,Graduate,No,9500000,22600000,6,861,24700000,13200000,29000000,5600000,Approved,0.4203539823008849,72500000,1,Excellent (800+),2.3789473684210525,Low (2-4x),1,1,0
1020,2,Not Graduate,Yes,3000000,7800000,14,555,6600000,2700000,9600000,1700000,Approved,0.3846153846153846,20600000,1,Poor (0-600),2.6,Low (2-4x),1,0,1
1021,0,Not Graduate,No,5100000,13600000,18,351,1700000,3700000,14400000,7600000,Rejected,0.375,27400000,0,Poor (0-600),2.6666666666666665,Low (2-4x),0,0,0
1022,2,Not Graduate,Yes,7600000,23600000,6,358,20200000,2900000,22100000,10900000,Rejected,0.3220338983050847,56100000,0,Poor (0-600),3.1052631578947367,Low (2-4x),0,0,1
1023,5,Graduate,No,8800000,18800000,14,836,17300000,10100000,32700000,5400000,Approved,0.4680851063829787,65500000,1,Excellent (800+),2.1363636363636362,Low (2-4x),1,1,0
1024,4,Not Graduate,Yes,1100000,2900000,4,554,2800000,1000000,4100000,1600000,Approved,0.3793103448275862,9500000,1,Poor (0-600),2.6363636363636362,Low (2-4x),1,0,1
1025,3,Graduate,No,8700000,30500000,2,443,11800000,1800000,24600000,8100000,Approved,0.2852459016393442,46300000,1,Poor (0-600),3.5057471264367814,Low (2-4x),1,1,0
1026,5,Not Graduate,No,6100000,23600000,4,725,17400000,5100000,15600000,4800000,Approved,0.2584745762711864,42900000,1,Good (700-750),3.8688524590163933,Low (2-4x),1,0,0
1027,2,Not Graduate,Yes,1900000,7000000,14,818,4800000,3500000,4500000,2100000,Approved,0.2714285714285714,14900000,1,Excellent (800+),3.6842105263157894,Low (2-4x),1,0,1
1028,1,Not Graduate,No,9900000,38700000,6,670,19400000,12600000,35800000,6500000,Approved,0.2558139534883721,74300000,1,Fair (600-700),3.909090909090909,Low (2-4x),1,0,0
1029,0,Graduate,No,5800000,21100000,6,414,7900000,2400000,16000000,5600000,Rejected,0.2748815165876777,31900000,0,Poor (0-600),3.6379310344827585,Low (2-4x),0,1,0
1030,2,Not Graduate,Yes,9500000,37000000,8,887,21800000,18300000,19200000,11700000,Approved,0.2567567567567567,71000000,1,Excellent (800+),3.8947368421052633,Low (2-4x),1,0,1
1031,3,Graduate,Yes,7900000,26600000,12,409,17100000,1400000,22500000,8700000,Rejected,0.2969924812030075,49700000,0,Poor (0-600),3.367088607594937,Low (2-4x),0,1,1
1032,1,Not Graduate,Yes,1300000,4500000,14,679,2700000,2100000,3700000,1600000,Approved,0.2888888888888888,10100000,1,Fair (600-700),3.4615384615384617,Low (2-4x),1,0,1
1033,4,Graduate,Yes,700000,2600000,18,478,600000,600000,2100000,300000,Rejected,0.2692307692307692,3600000,0,Poor (0-600),3.7142857142857144,Low (2-4x),0,1,1
1034,3,Graduate,No,600000,1200000,2,752,1100000,500000,2300000,700000,Approved,0.5,4600000,1,Very Good (750-800),2.0,Very Low (0-2x),1,1,0
1035,0,Graduate,No,9400000,33000000,4,616,15400000,5000000,25100000,7800000,Approved,0.2848484848484848,53300000,1,Fair (600-700),3.5106382978723403,Low (2-4x),1,1,0
1036,2,Not Graduate,Yes,3800000,12500000,14,842,3700000,6700000,14600000,5300000,Approved,0.304,30300000,1,Excellent (800+),3.289473684210526,Low (2-4x),1,0,1
1037,3,Graduate,Yes,7800000,26300000,20,840,1200000,11300000,24100000,5300000,Approved,0.2965779467680608,41900000,1,Excellent (800+),3.371794871794872,Low (2-4x),1,1,1
1038,3,Graduate,Yes,7800000,27700000,6,430,2000000,8000000,26100000,5300000,Rejected,0.2815884476534296,41400000,0,Poor (0-600),3.551282051282051,Low (2-4x),0,1,1
1039,4,Not Graduate,No,2700000,7000000,4,351,1100000,2300000,8300000,2700000,Rejected,0.3857142857142857,14400000,0,Poor (0-600),2.5925925925925926,Low (2-4x),0,0,0
1040,5,Not Graduate,No,600000,2300000,4,347,0,0,1900000,200000,Rejected,0.2608695652173913,2100000,0,Poor (0-600),3.8333333333333335,Low (2-4x),0,0,0
1041,3,Not Graduate,Yes,8000000,28800000,10,576,18800000,7500000,16300000,11900000,Approved,0.2777777777777778,54500000,1,Poor (0-600),3.6,Low (2-4x),1,0,1
1042,0,Not Graduate,Yes,4000000,11000000,8,799,4400000,6100000,14700000,4200000,Approved,0.3636363636363636,29400000,1,Very Good (750-800),2.75,Low (2-4x),1,0,1
1043,1,Not Graduate,Yes,3300000,10800000,2,550,6000000,3800000,11000000,4700000,Approved,0.3055555555555556,25500000,1,Poor (0-600),3.272727272727273,Low (2-4x),1,0,1
1044,2,Graduate,No,5800000,13300000,4,878,8400000,5400000,18600000,4500000,Approved,0.4360902255639097,36900000,1,Excellent (800+),2.293103448275862,Low (2-4x),1,1,0
1045,3,Graduate,Yes,2400000,4800000,12,895,6800000,300000,7300000,3300000,Approved,0.5,17700000,1,Excellent (800+),2.0,Very Low (0-2x),1,1,1
1046,4,Not Graduate,No,7600000,29700000,6,603,3200000,2900000,27800000,11000000,Approved,0.2558922558922559,44900000,1,Fair (600-700),3.9078947368421053,Low (2-4x),1,0,0
1047,2,Not Graduate,Yes,2500000,6900000,12,325,5800000,1600000,6400000,3600000,Rejected,0.3623188405797101,17400000,0,Poor (0-600),2.76,Low (2-4x),0,0,1
1048,2,Graduate,No,3300000,11800000,4,393,5700000,3700000,6800000,2600000,Approved,0.2796610169491525,18800000,1,Poor (0-600),3.5757575757575757,Low (2-4x),1,1,0
1049,3,Graduate,No,9800000,30300000,2,612,10700000,4600000,32100000,5600000,Approved,0.3234323432343234,53000000,1,Fair (600-700),3.0918367346938775,Low (2-4x),1,1,0
1050,0,Graduate,Yes,1000000,3800000,8,553,2500000,1000000,2100000,1300000,Approved,0.2631578947368421,6900000,1,Poor (0-600),3.8,Low (2-4x),1,1,1
1051,0,Not Graduate,Yes,2500000,8800000,14,389,7300000,1400000,8500000,3600000,Rejected,0.2840909090909091,20800000,0,Poor (0-600),3.52,Low (2-4x),0,0,1
1052,0,Graduate,No,1900000,6800000,4,782,100000,3400000,4900000,2400000,Approved,0.2794117647058823,10800000,1,Very Good (750-800),3.5789473684210527,Low (2-4x),1,1,0
1053,3,Graduate,No,3100000,8500000,12,493,8700000,5100000,12000000,2000000,Rejected,0.3647058823529411,27800000,0,Poor (0-600),2.7419354838709675,Low (2-4x),0,1,0
1054,5,Graduate,Yes,6000000,11900000,2,629,2500000,0,19200000,4200000,Approved,0.5042016806722689,25900000,1,Fair (600-700),1.9833333333333334,Very Low (0-2x),1,1,1
1055,5,Not Graduate,No,6500000,21600000,10,419,1600000,10900000,22300000,6600000,Rejected,0.3009259259259259,41400000,0,Poor (0-600),3.3230769230769233,Low (2-4x),0,0,0
1056,2,Not Graduate,Yes,5900000,15800000,2,444,14300000,4300000,20300000,5500000,Rejected,0.3734177215189873,44400000,0,Poor (0-600),2.6779661016949152,Low (2-4x),0,0,1
1057,5,Not Graduate,Yes,6500000,15800000,16,301,9200000,9900000,17400000,7100000,Rejected,0.4113924050632911,43600000,0,Poor (0-600),2.4307692307692306,Low (2-4x),0,0,1
1058,0,Graduate,Yes,3800000,11200000,20,479,1100000,6400000,12000000,5400000,Rejected,0.3392857142857143,24900000,0,Poor (0-600),2.9473684210526314,Low (2-4x),0,1,1
1059,3,Not Graduate,Yes,3000000,11400000,10,424,1800000,4200000,10900000,1500000,Rejected,0.2631578947368421,18400000,0,Poor (0-600),3.8,Low (2-4x),0,0,1
1060,0,Graduate,No,4300000,16900000,18,469,200000,5800000,12000000,6200000,Rejected,0.2544378698224852,24200000,0,Poor (0-600),3.9302325581395348,Low (2-4x),0,1,0
1061,4,Not Graduate,Yes,3500000,8300000,2,897,7900000,5500000,12600000,1800000,Approved,0.4216867469879518,27800000,1,Excellent (800+),2.3714285714285714,Low (2-4x),1,0,1
1062,3,Not Graduate,No,300000,500000,2,477,700000,200000,800000,400000,Rejected,0.6,2100000,0,Poor (0-600),1.6666666666666667,Very Low (0-2x),0,0,0
1063,3,Not Graduate,Yes,600000,1400000,16,509,600000,300000,2400000,900000,Rejected,0.4285714285714285,4200000,0,Poor (0-600),2.3333333333333335,Low (2-4x),0,0,1
1064,0,Graduate,Yes,800000,1700000,4,752,2300000,1100000,3200000,400000,Approved,0.4705882352941176,7000000,1,Very Good (750-800),2.125,Low (2-4x),1,1,1
1065,0,Not Graduate,Yes,5600000,19100000,14,875,16700000,4700000,15100000,7700000,Approved,0.2931937172774869,44200000,1,Excellent (800+),3.4107142857142856,Low (2-4x),1,0,1
1066,2,Not Graduate,Yes,1800000,3600000,4,343,3400000,1100000,6200000,1500000,Rejected,0.5,12200000,0,Poor (0-600),2.0,Very Low (0-2x),0,0,1
1067,0,Graduate,No,6800000,20800000,20,819,16500000,11900000,26700000,8000000,Approved,0.3269230769230769,63100000,1,Excellent (800+),3.0588235294117645,Low (2-4x),1,1,0
1068,2,Graduate,Yes,4200000,16800000,2,433,3300000,0,14100000,3700000,Approved,0.25,21100000,1,Poor (0-600),4.0,Low (2-4x),1,1,1
1069,1,Not Graduate,Yes,200000,400000,6,768,300000,100000,600000,0,Approved,0.5,1000000,1,Very Good (750-800),2.0,Very Low (0-2x),1,0,1
1070,2,Graduate,Yes,8500000,31800000,6,714,17000000,900000,26600000,5600000,Approved,0.2672955974842767,50100000,1,Good (700-750),3.7411764705882353,Low (2-4x),1,1,1
1071,2,Not Graduate,Yes,2800000,10100000,16,531,2900000,2900000,7200000,4100000,Rejected,0.2772277227722772,17100000,0,Poor (0-600),3.607142857142857,Low (2-4x),0,0,1
1072,0,Graduate,Yes,3600000,8600000,6,529,3500000,3300000,11300000,5200000,Rejected,0.4186046511627907,23300000,0,Poor (0-600),2.388888888888889,Low (2-4x),0,1,1
1073,1,Not Graduate,No,6200000,19500000,20,448,3300000,7100000,22400000,8000000,Rejected,0.3179487179487179,40800000,0,Poor (0-600),3.1451612903225805,Low (2-4x),0,0,0
1074,1,Graduate,No,2700000,10000000,2,584,6500000,2700000,7700000,3400000,Approved,0.27,20300000,1,Poor (0-600),3.7037037037037037,Low (2-4x),1,1,0
1075,1,Graduate,No,6800000,22900000,4,501,3900000,9400000,17300000,4400000,Approved,0.296943231441048,35000000,1,Poor (0-600),3.3676470588235294,Low (2-4x),1,1,0
1076,2,Not Graduate,No,6300000,24500000,18,848,10200000,3500000,18200000,8200000,Approved,0.2571428571428571,40100000,1,Excellent (800+),3.888888888888889,Low (2-4x),1,0,0
1077,4,Not Graduate,No,8800000,19100000,6,586,17600000,8800000,20600000,12400000,Approved,0.4607329842931937,59400000,1,Poor (0-600),2.1704545454545454,Low (2-4x),1,0,0
1078,1,Graduate,No,5900000,13000000,2,386,16300000,5000000,12000000,3800000,Rejected,0.4538461538461538,37100000,0,Poor (0-600),2.2033898305084745,Low (2-4x),0,1,0
1079,5,Not Graduate,Yes,9800000,37900000,18,301,6700000,4900000,34300000,6200000,Rejected,0.258575197889182,52100000,0,Poor (0-600),3.86734693877551,Low (2-4x),0,0,1
1080,2,Graduate,No,3300000,8300000,6,653,4700000,3100000,8300000,4600000,Approved,0.3975903614457831,20700000,1,Fair (600-700),2.515151515151515,Low (2-4x),1,1,0
1081,4,Graduate,Yes,300000,500000,14,448,700000,100000,800000,100000,Rejected,0.6,1700000,0,Poor (0-600),1.6666666666666667,Very Low (0-2x),0,1,1
1082,1,Not Graduate,Yes,4800000,11600000,16,696,1400000,9400000,11800000,6500000,Approved,0.4137931034482758,29100000,1,Fair (600-700),2.4166666666666665,Low (2-4x),1,0,1
1083,1,Graduate,No,7500000,28300000,16,707,9700000,1100000,16300000,6700000,Approved,0.2650176678445229,33800000,1,Good (700-750),3.7733333333333334,Low (2-4x),1,1,0
1084,2,Not Graduate,No,8600000,21700000,4,429,5500000,10800000,30900000,6000000,Rejected,0.3963133640552995,53200000,0,Poor (0-600),2.5232558139534884,Low (2-4x),0,0,0
1085,4,Not Graduate,No,8900000,21100000,6,631,4200000,200000,25800000,6200000,Approved,0.4218009478672986,36400000,1,Fair (600-700),2.3707865168539324,Low (2-4x),1,0,0
1086,5,Not Graduate,Yes,9600000,29600000,4,446,22900000,3500000,36600000,13200000,Approved,0.3243243243243243,76200000,1,Poor (0-600),3.0833333333333335,Low (2-4x),1,0,1
1087,0,Graduate,Yes,7700000,18100000,18,705,6100000,5100000,23800000,6300000,Approved,0.425414364640884,41300000,1,Good (700-750),2.3506493506493507,Low (2-4x),1,1,1
1088,3,Not Graduate,Yes,7000000,15200000,2,709,10300000,12500000,20700000,4000000,Approved,0.4605263157894737,47500000,1,Good (700-750),2.1714285714285713,Low (2-4x),1,0,1
1089,4,Not Graduate,Yes,7800000,19500000,14,739,1900000,9000000,20400000,4400000,Approved,0.4,35700000,1,Good (700-750),2.5,Low (2-4x),1,0,1
1090,3,Graduate,No,5100000,11000000,6,336,-100000,5800000,11600000,7500000,Rejected,0.4636363636363636,24800000,0,Poor (0-600),2.156862745098039,Low (2-4x),0,1,0
1091,4,Graduate,No,9400000,32600000,4,898,18200000,4000000,22000000,10200000,Approved,0.2883435582822086,54400000,1,Excellent (800+),3.4680851063829787,Low (2-4x),1,1,0
1092,4,Not Graduate,Yes,600000,2100000,6,558,1300000,1000000,2200000,300000,Approved,0.2857142857142857,4800000,1,Poor (0-600),3.5,Low (2-4x),1,0,1
1093,3,Graduate,No,5100000,13300000,4,589,11200000,2700000,20200000,6100000,Approved,0.3834586466165413,40200000,1,Poor (0-600),2.607843137254902,Low (2-4x),1,1,0
1094,2,Graduate,Yes,3800000,14400000,2,301,2300000,1400000,7600000,2400000,Rejected,0.2638888888888889,13700000,0,Poor (0-600),3.789473684210526,Low (2-4x),0,1,1
1095,2,Not Graduate,Yes,5300000,21200000,14,516,2200000,5000000,20900000,7700000,Rejected,0.25,35800000,0,Poor (0-600),4.0,Low (2-4x),0,0,1
1096,5,Not Graduate,No,1100000,3600000,12,315,1300000,700000,3100000,1400000,Rejected,0.3055555555555556,6500000,0,Poor (0-600),3.272727272727273,Low (2-4x),0,0,0
1097,3,Not Graduate,No,6400000,14400000,10,546,10600000,10000000,21200000,5100000,Rejected,0.4444444444444444,46900000,0,Poor (0-600),2.25,Low (2-4x),0,0,0
1098,0,Not Graduate,Yes,5100000,14500000,14,559,11000000,1100000,12300000,6000000,Approved,0.3517241379310344,30400000,1,Poor (0-600),2.843137254901961,Low (2-4x),1,0,1
1099,3,Graduate,Yes,5300000,16900000,2,350,15800000,3100000,14300000,6800000,Approved,0.3136094674556213,40000000,1,Poor (0-600),3.188679245283019,Low (2-4x),1,1,1
1100,1,Graduate,No,6700000,18700000,8,583,9300000,4100000,17100000,6900000,Approved,0.3582887700534759,37400000,1,Poor (0-600),2.791044776119403,Low (2-4x),1,1,0
1101,2,Not Graduate,No,4000000,9400000,8,874,4400000,3700000,10200000,4800000,Approved,0.425531914893617,23100000,1,Excellent (800+),2.35,Low (2-4x),1,0,0
1102,2,Not Graduate,Yes,3900000,11600000,8,808,5800000,3100000,12900000,5000000,Approved,0.3362068965517241,26800000,1,Excellent (800+),2.9743589743589745,Low (2-4x),1,0,1
1103,1,Graduate,Yes,1600000,4900000,16,487,4300000,1100000,3900000,2000000,Rejected,0.3265306122448979,11300000,0,Poor (0-600),3.0625,Low (2-4x),0,1,1
1104,3,Graduate,No,2700000,7800000,14,870,5400000,5300000,5700000,2100000,Approved,0.3461538461538461,18500000,1,Excellent (800+),2.888888888888889,Low (2-4x),1,1,0
1105,3,Graduate,No,1400000,3800000,8,840,1700000,200000,5300000,1500000,Approved,0.3684210526315789,8700000,1,Excellent (800+),2.7142857142857144,Low (2-4x),1,1,0
1106,4,Not Graduate,Yes,8000000,19200000,18,682,2500000,8900000,19000000,5300000,Approved,0.4166666666666667,35700000,1,Fair (600-700),2.4,Low (2-4x),1,0,1
1107,3,Graduate,Yes,8200000,28900000,10,668,23800000,4500000,28700000,10900000,Approved,0.2837370242214533,67900000,1,Fair (600-700),3.524390243902439,Low (2-4x),1,1,1
1108,5,Graduate,Yes,4800000,10300000,8,781,4800000,6800000,11100000,4300000,Approved,0.4660194174757281,27000000,1,Very Good (750-800),2.1458333333333335,Low (2-4x),1,1,1
1109,4,Graduate,No,8100000,19000000,6,375,4100000,14500000,19100000,11900000,Rejected,0.4263157894736842,49600000,0,Poor (0-600),2.345679012345679,Low (2-4x),0,1,0
1110,4,Not Graduate,No,5900000,14900000,14,857,2600000,9500000,16000000,3500000,Approved,0.3959731543624161,31600000,1,Excellent (800+),2.5254237288135593,Low (2-4x),1,0,0
